category,semantic_score
DotNet Developer,0.3586755
DotNet Developer,0.30389062
ETL Developer,0.3269916
ETL Developer,0.31555977
ETL Developer,0.39300942
Education,0.30766875
Education,0.24250536
Education,0.2493398
Electrical Engineering,0.3363669
Electrical Engineering,0.23447385
Electrical Engineering,0.39503285
Finance,0.43145233
Finance,0.354705
Finance,0.36507937
Food and Beverages,0.34782195
Food and Beverages,0.39849502
Food and Beverages,0.41008404
Health and Fitness,0.3855064
Health and Fitness,0.39022595
Health and Fitness,0.26388136
Human Resources,0.39240834
Human Resources,0.24568819
Human Resources,0.39425614
Information Technology,0.36446944
Information Technology,0.4024971
Information Technology,0.5217194
Java Developer,0.31451994
Java Developer,0.2656025
Java Developer,0.3020461
Management,0.52206177
Management,0.31818643
Management,0.31439143
Mechanical Engineer,0.2923943
Mechanical Engineer,0.40708756
Mechanical Engineer,0.4063743
Network Security Engineer,0.23185468
Network Security Engineer,0.37444255
Network Security Engineer,0.32860285
Operations Manager,0.44538504
Operations Manager,0.46973968
Operations Manager,0.4623674
PMO,0.31499708
PMO,0.34395182
PMO,0.3951802
Public Relations,0.36419624
Public Relations,0.40467575
Public Relations,0.3401857
Python Developer,0.32021824
Python Developer,0.22865663
Python Developer,0.2741223
React Developer,0.4103825
React Developer,0.31483307
React Developer,0.40944383
SAP Developer,0.3041133
SAP Developer,0.4503041
SAP Developer,0.37656203
SQL Developer,0.23696181
SQL Developer,0.35221255
SQL Developer,0.3432793
Sales,0.46868417
Sales,0.47023696
Sales,0.45340437
Testing,0.2614169
Testing,0.27472803
Testing,0.25654903
Web Designing,0.30261427
Web Designing,0.31400934
Web Designing,0.3816986
Accountant,0.33766466
Accountant,0.41914675
Accountant,0.36663085
Advocate,0.43965235
Advocate,0.4591632
Advocate,0.45004845
Agriculture,0.30181074
Agriculture,0.36487085
Agriculture,0.27085948
Apparel,0.3527226
Apparel,0.3213196
Apparel,0.33765057
Architecture,0.33230814
Architecture,0.25676152
Architecture,0.38744062
Arts,0.25213185
Arts,0.34831056
Arts,0.22721188
Automobile,0.33623624
Automobile,0.28034255
Automobile,0.37911296
Aviation,0.34010753
Aviation,0.2543352
Aviation,0.3581302
BPO,0.28520185
BPO,0.2956122
BPO,0.40239012
Banking,0.3899472
Banking,0.29994988
Banking,0.46627223
Blockchain,0.29868752
Blockchain,0.35193142
Blockchain,0.23416513
Building and Construction,0.37453362
Building and Construction,0.3532882
Building and Construction,0.3078297
Business Analyst,0.38947853
Business Analyst,0.3595168
Business Analyst,0.33037966
Civil Engineer,0.3950946
Civil Engineer,0.24377498
Civil Engineer,0.25330487
Consultant,0.32527414
Consultant,0.33450952
Consultant,0.37376454
Data Science,0.32127652
Data Science,0.34068134
Data Science,0.36172715
Database,0.35249153
Database,0.34464625
Database,0.29068568
Designing,0.21916099
Designing,0.21273862
Designing,0.2909658
DevOps,0.22726765
DevOps,0.33407173
DevOps,0.35447815
Digital Media,0.25819615
Digital Media,0.31604534
Digital Media,0.3295789
DotNet Developer,0.28814206
DotNet Developer,0.35475993
DotNet Developer,0.3156238
ETL Developer,0.27404252
ETL Developer,0.27199602
ETL Developer,0.38581765
Education,0.29750824
Education,0.26918635
Education,0.23142916
Electrical Engineering,0.3589417
Electrical Engineering,0.2559536
Electrical Engineering,0.3852103
Finance,0.39398798
Finance,0.3462873
Finance,0.37070486
Food and Beverages,0.31770015
Food and Beverages,0.33804908
Food and Beverages,0.3267354
Health and Fitness,0.3775478
Health and Fitness,0.4286898
Health and Fitness,0.32264224
Human Resources,0.4391869
Human Resources,0.35004616
Human Resources,0.45016325
Information Technology,0.3718356
Information Technology,0.36325026
Information Technology,0.37305278
Java Developer,0.26982176
Java Developer,0.2687099
Java Developer,0.29209542
Management,0.36090788
Management,0.33437875
Management,0.28493583
Mechanical Engineer,0.29238907
Mechanical Engineer,0.3395052
Mechanical Engineer,0.3384607
Network Security Engineer,0.2579541
Network Security Engineer,0.36095265
Network Security Engineer,0.36068642
Operations Manager,0.37736437
Operations Manager,0.39179572
Operations Manager,0.41104436
PMO,0.355796
PMO,0.37510353
PMO,0.35617813
Public Relations,0.28003737
Public Relations,0.39032093
Public Relations,0.32145008
Python Developer,0.30128738
Python Developer,0.24602713
Python Developer,0.30407315
React Developer,0.2652316
React Developer,0.29819036
React Developer,0.44589505
SAP Developer,0.35913923
SAP Developer,0.41149813
SAP Developer,0.35098687
SQL Developer,0.31380522
SQL Developer,0.367527
SQL Developer,0.35088012
Sales,0.4626479
Sales,0.29971805
Sales,0.36448586
Testing,0.45118037
Testing,0.42814526
Testing,0.4271994
Web Designing,0.3154208
Web Designing,0.3200576
Web Designing,0.24049565
Accountant,0.3149816
Accountant,0.4283968
Accountant,0.33115354
Advocate,0.3301753
Advocate,0.4176226
Advocate,0.36482635
Agriculture,0.33551824
Agriculture,0.38938487
Agriculture,0.3133006
Apparel,0.36815554
Apparel,0.36578855
Apparel,0.38151595
Architecture,0.32729456
Architecture,0.29532242
Architecture,0.35918328
Arts,0.28109077
Arts,0.35046297
Arts,0.27038816
Automobile,0.3206562
Automobile,0.32697433
Automobile,0.43956977
Aviation,0.32395068
Aviation,0.25188768
Aviation,0.3217243
BPO,0.36613464
BPO,0.30976626
BPO,0.39149845
Banking,0.38124925
Banking,0.35945153
Banking,0.38837218
Blockchain,0.25309065
Blockchain,0.41860914
Blockchain,0.26056725
Building and Construction,0.40131256
Building and Construction,0.37814918
Building and Construction,0.3101149
Business Analyst,0.3549749
Business Analyst,0.37795517
Business Analyst,0.35549122
Civil Engineer,0.3550074
Civil Engineer,0.25038868
Civil Engineer,0.2956601
Consultant,0.30655158
Consultant,0.3005845
Consultant,0.4076944
Data Science,0.3467086
Data Science,0.36276668
Data Science,0.33656693
Database,0.3255477
Database,0.3346368
Database,0.3073161
Designing,0.26053286
Designing,0.26885715
Designing,0.33595774
DevOps,0.25885913
DevOps,0.36605012
DevOps,0.3658896
Digital Media,0.2760422
Digital Media,0.33884326
Digital Media,0.37509125
DotNet Developer,0.29409057
DotNet Developer,0.28155655
DotNet Developer,0.31350356
ETL Developer,0.2708019
ETL Developer,0.28838784
ETL Developer,0.37487045
Education,0.32235754
Education,0.27720478
Education,0.30223367
Electrical Engineering,0.3758657
Electrical Engineering,0.3074377
Electrical Engineering,0.4151377
Finance,0.39538056
Finance,0.35466033
Finance,0.34753302
Food and Beverages,0.3685238
Food and Beverages,0.41250387
Food and Beverages,0.40646586
Health and Fitness,0.38631022
Health and Fitness,0.38608247
Health and Fitness,0.3174302
Human Resources,0.39682746
Human Resources,0.3079676
Human Resources,0.37653983
Information Technology,0.3602523
Information Technology,0.371782
Information Technology,0.40070474
Java Developer,0.31462017
Java Developer,0.24914496
Java Developer,0.30417114
Management,0.40478122
Management,0.29741997
Management,0.32382938
Mechanical Engineer,0.30870348
Mechanical Engineer,0.38297567
Mechanical Engineer,0.36327067
Network Security Engineer,0.2810887
Network Security Engineer,0.36857292
Network Security Engineer,0.33478084
Operations Manager,0.3825645
Operations Manager,0.43270501
Operations Manager,0.42328703
PMO,0.31238145
PMO,0.35826087
PMO,0.33919162
Public Relations,0.3255269
Public Relations,0.39783633
Public Relations,0.3353661
Python Developer,0.33357388
Python Developer,0.21591355
Python Developer,0.3099861
React Developer,0.27819705
React Developer,0.316064
React Developer,0.4480993
SAP Developer,0.3031639
SAP Developer,0.3841353
SAP Developer,0.3376588
SQL Developer,0.2810583
SQL Developer,0.34064206
SQL Developer,0.3233454
Sales,0.3985202
Sales,0.35075873
Sales,0.36975846
Testing,0.313685
Testing,0.3102126
Testing,0.29741985
Web Designing,0.33043292
Web Designing,0.29326162
Web Designing,0.29589662
Accountant,0.3389553
Accountant,0.4449418
Accountant,0.36531457
Advocate,0.32768902
Advocate,0.41472486
Advocate,0.33916464
Agriculture,0.3046742
Agriculture,0.36093447
Agriculture,0.33647367
Apparel,0.35853246
Apparel,0.38306156
Apparel,0.39482576
Architecture,0.31049877
Architecture,0.27419978
Architecture,0.3291316
Arts,0.29994044
Arts,0.30441335
Arts,0.2552727
Automobile,0.33905873
Automobile,0.38239238
Automobile,0.37879977
Aviation,0.34318113
Aviation,0.24090879
Aviation,0.2859641
BPO,0.40276012
BPO,0.3481512
BPO,0.3960922
Banking,0.39014944
Banking,0.35749474
Banking,0.369469
Blockchain,0.29103658
Blockchain,0.4183488
Blockchain,0.27879295
Building and Construction,0.40246457
Building and Construction,0.3748713
Building and Construction,0.32631373
Business Analyst,0.3689606
Business Analyst,0.36220938
Business Analyst,0.31452107
Civil Engineer,0.32860634
Civil Engineer,0.27336684
Civil Engineer,0.2716268
Consultant,0.2563872
Consultant,0.34697005
Consultant,0.42591542
Data Science,0.29006702
Data Science,0.36583623
Data Science,0.29587108
Database,0.32917744
Database,0.3137301
Database,0.32835764
Designing,0.24456434
Designing,0.29118413
Designing,0.34227148
DevOps,0.26654476
DevOps,0.34143156
DevOps,0.32201236
Digital Media,0.28453556
Digital Media,0.3858497
Digital Media,0.3804009
DotNet Developer,0.28375307
DotNet Developer,0.3101519
DotNet Developer,0.29067016
ETL Developer,0.26365885
ETL Developer,0.28243753
ETL Developer,0.32909793
Education,0.2686696
Education,0.26536244
Education,0.2938478
Electrical Engineering,0.35824686
Electrical Engineering,0.2965186
Electrical Engineering,0.40040103
Finance,0.3964534
Finance,0.39004022
Finance,0.34158182
Food and Beverages,0.3201045
Food and Beverages,0.37590408
Food and Beverages,0.36847895
Health and Fitness,0.34334496
Health and Fitness,0.34358177
Health and Fitness,0.29867
Human Resources,0.37841678
Human Resources,0.38547638
Human Resources,0.36232778
Information Technology,0.3449969
Information Technology,0.40962905
Information Technology,0.40058532
Java Developer,0.29338428
Java Developer,0.21905817
Java Developer,0.29073438
Management,0.38584927
Management,0.3052759
Management,0.34444046
Mechanical Engineer,0.29816583
Mechanical Engineer,0.35349855
Mechanical Engineer,0.36938044
Network Security Engineer,0.27663752
Network Security Engineer,0.34227896
Network Security Engineer,0.32400915
Operations Manager,0.40414026
Operations Manager,0.4389196
Operations Manager,0.4266182
PMO,0.3280777
PMO,0.3514332
PMO,0.366579
Public Relations,0.38324282
Public Relations,0.37406126
Public Relations,0.28895426
Python Developer,0.3613152
Python Developer,0.2250695
Python Developer,0.3080086
React Developer,0.29144755
React Developer,0.30420652
React Developer,0.40831226
SAP Developer,0.31270027
SAP Developer,0.38141957
SAP Developer,0.3328444
SQL Developer,0.28692394
SQL Developer,0.36878276
SQL Developer,0.34088013
Sales,0.37038264
Sales,0.41479704
Sales,0.4123113
Testing,0.2760773
Testing,0.25241348
Testing,0.2582399
Web Designing,0.32964858
Web Designing,0.27828616
Web Designing,0.32198414
Accountant,0.3439162
Accountant,0.44937283
Accountant,0.37830675
Advocate,0.36331078
Advocate,0.4312928
Advocate,0.39636657
Agriculture,0.3597115
Agriculture,0.44306117
Agriculture,0.31956527
Apparel,0.37286693
Apparel,0.43229645
Apparel,0.3911569
Architecture,0.3504077
Architecture,0.33682287
Architecture,0.35621184
Arts,0.2857717
Arts,0.32843304
Arts,0.24253386
Automobile,0.3439936
Automobile,0.3402974
Automobile,0.4048525
Aviation,0.31973228
Aviation,0.29132995
Aviation,0.36712182
BPO,0.35869035
BPO,0.4065597
BPO,0.42932293
Banking,0.3749665
Banking,0.3622195
Banking,0.4056728
Blockchain,0.2788961
Blockchain,0.4134648
Blockchain,0.3016288
Building and Construction,0.41970783
Building and Construction,0.41514924
Building and Construction,0.36142868
Business Analyst,0.43690747
Business Analyst,0.43452275
Business Analyst,0.43605465
Civil Engineer,0.3547788
Civil Engineer,0.26487866
Civil Engineer,0.3151205
Consultant,0.23301892
Consultant,0.38039097
Consultant,0.42667934
Data Science,0.31858426
Data Science,0.35865536
Data Science,0.33101422
Database,0.37999955
Database,0.38251722
Database,0.39744416
Designing,0.29704022
Designing,0.27547193
Designing,0.37459764
DevOps,0.3177554
DevOps,0.42016557
DevOps,0.4081057
Digital Media,0.30494148
Digital Media,0.41936257
Digital Media,0.42109334
DotNet Developer,0.38633934
DotNet Developer,0.36386093
DotNet Developer,0.3954859
ETL Developer,0.36259937
ETL Developer,0.3498776
ETL Developer,0.45383197
Education,0.3024744
Education,0.25930148
Education,0.23643193
Electrical Engineering,0.38241893
Electrical Engineering,0.2963766
Electrical Engineering,0.4015424
Finance,0.44870055
Finance,0.3830489
Finance,0.42325372
Food and Beverages,0.37319115
Food and Beverages,0.39257258
Food and Beverages,0.3620836
Health and Fitness,0.31606132
Health and Fitness,0.33739537
Health and Fitness,0.27668834
Human Resources,0.42422158
Human Resources,0.2889718
Human Resources,0.38556832
Information Technology,0.43338507
Information Technology,0.41731384
Information Technology,0.42479742
Java Developer,0.38464966
Java Developer,0.30575618
Java Developer,0.3873756
Management,0.41351697
Management,0.33820644
Management,0.3667066
Mechanical Engineer,0.3509251
Mechanical Engineer,0.40210074
Mechanical Engineer,0.3940784
Network Security Engineer,0.281876
Network Security Engineer,0.39003354
Network Security Engineer,0.41509378
Operations Manager,0.38793236
Operations Manager,0.41058987
Operations Manager,0.4657668
PMO,0.4405201
PMO,0.43626177
PMO,0.45019776
Public Relations,0.35835603
Public Relations,0.40611973
Public Relations,0.28978303
Python Developer,0.34432974
Python Developer,0.29066363
Python Developer,0.35726774
React Developer,0.38854262
React Developer,0.3840483
React Developer,0.44161412
SAP Developer,0.3585174
SAP Developer,0.46254674
SAP Developer,0.39664027
SQL Developer,0.35447884
SQL Developer,0.40513518
SQL Developer,0.3827746
Sales,0.40361205
Sales,0.390357
Sales,0.38793156
Testing,0.3118031
Testing,0.286922
Testing,0.2741101
Web Designing,0.3838496
Web Designing,0.38813218
Web Designing,0.28573963
Accountant,0.32782865
Accountant,0.42487857
Accountant,0.37539116
Advocate,0.31712836
Advocate,0.419573
Advocate,0.33404294
Agriculture,0.33874062
Agriculture,0.4011737
Agriculture,0.2851859
Apparel,0.36272183
Apparel,0.40605453
Apparel,0.37944072
Architecture,0.34799862
Architecture,0.3048065
Architecture,0.36033252
Arts,0.27049953
Arts,0.3057512
Arts,0.21185823
Automobile,0.3514595
Automobile,0.37129965
Automobile,0.4237971
Aviation,0.33941352
Aviation,0.32070577
Aviation,0.34428048
BPO,0.34065342
BPO,0.36311454
BPO,0.44536456
Banking,0.3571652
Banking,0.34361032
Banking,0.38128453
Blockchain,0.309855
Blockchain,0.41200274
Blockchain,0.31885946
Building and Construction,0.41679215
Building and Construction,0.43075612
Building and Construction,0.36020243
Business Analyst,0.39218947
Business Analyst,0.38829732
Business Analyst,0.4071459
Civil Engineer,0.38237748
Civil Engineer,0.2493026
Civil Engineer,0.29636884
Consultant,0.20072404
Consultant,0.3859916
Consultant,0.42288607
Data Science,0.3120378
Data Science,0.32606328
Data Science,0.3410164
Database,0.41272166
Database,0.38554773
Database,0.35417
Designing,0.2747162
Designing,0.21323852
Designing,0.35632628
DevOps,0.32017747
DevOps,0.40840533
DevOps,0.4222859
Digital Media,0.32599545
Digital Media,0.4080977
Digital Media,0.3735179
DotNet Developer,0.34037948
DotNet Developer,0.35081384
DotNet Developer,0.3759684
ETL Developer,0.3434385
ETL Developer,0.3147536
ETL Developer,0.42907336
Education,0.28148788
Education,0.22634268
Education,0.25556657
Electrical Engineering,0.40806496
Electrical Engineering,0.33674496
Electrical Engineering,0.41295937
Finance,0.39416382
Finance,0.35813197
Finance,0.39093918
Food and Beverages,0.37891126
Food and Beverages,0.35393426
Food and Beverages,0.33336598
Health and Fitness,0.30091837
Health and Fitness,0.3173751
Health and Fitness,0.2789921
Human Resources,0.39905304
Human Resources,0.31460175
Human Resources,0.41381228
Information Technology,0.3899604
Information Technology,0.42057976
Information Technology,0.4229431
Java Developer,0.3732793
Java Developer,0.3282521
Java Developer,0.3865478
Management,0.37079796
Management,0.32814762
Management,0.36038408
Mechanical Engineer,0.3520967
Mechanical Engineer,0.40985507
Mechanical Engineer,0.40742546
Network Security Engineer,0.31700993
Network Security Engineer,0.43716758
Network Security Engineer,0.40526503
Operations Manager,0.359182
Operations Manager,0.4368909
Operations Manager,0.46196213
PMO,0.36099607
PMO,0.3927796
PMO,0.42389852
Public Relations,0.32161218
Public Relations,0.4087864
Public Relations,0.2822174
Python Developer,0.37514594
Python Developer,0.30045915
Python Developer,0.3948015
React Developer,0.3781102
React Developer,0.3720012
React Developer,0.4284378
SAP Developer,0.3555637
SAP Developer,0.42654264
SAP Developer,0.40410054
SQL Developer,0.3289198
SQL Developer,0.38115007
SQL Developer,0.37279767
Sales,0.41151404
Sales,0.35938683
Sales,0.37145045
Testing,0.30339515
Testing,0.27579495
Testing,0.27321342
Web Designing,0.35563132
Web Designing,0.39268148
Web Designing,0.30315226
Accountant,0.27044597
Accountant,0.3913504
Accountant,0.30770993
Advocate,0.30635193
Advocate,0.3431114
Advocate,0.3243831
Agriculture,0.2540395
Agriculture,0.35074523
Agriculture,0.2535738
Apparel,0.29526055
Apparel,0.41265893
Apparel,0.3736924
Architecture,0.30207682
Architecture,0.3270891
Architecture,0.35136306
Arts,0.4209071
Arts,0.3198701
Arts,0.32603678
Automobile,0.27594772
Automobile,0.29653034
Automobile,0.3050524
Aviation,0.23611294
Aviation,0.16916601
Aviation,0.29471242
BPO,0.3599542
BPO,0.3354299
BPO,0.35783085
Banking,0.2982148
Banking,0.34646884
Banking,0.32890344
Blockchain,0.29339075
Blockchain,0.359188
Blockchain,0.27317357
Building and Construction,0.3382044
Building and Construction,0.2818006
Building and Construction,0.30095702
Business Analyst,0.32394913
Business Analyst,0.3451337
Business Analyst,0.37234476
Civil Engineer,0.28423637
Civil Engineer,0.20858361
Civil Engineer,0.30727825
Consultant,0.25228566
Consultant,0.33574352
Consultant,0.4197038
Data Science,0.33299637
Data Science,0.30546677
Data Science,0.23535408
Database,0.3048764
Database,0.30010366
Database,0.3024186
Designing,0.34983006
Designing,0.27370727
Designing,0.389474
DevOps,0.2753307
DevOps,0.32233772
DevOps,0.34938344
Digital Media,0.4695318
Digital Media,0.5042505
Digital Media,0.52556866
DotNet Developer,0.35055956
DotNet Developer,0.31199875
DotNet Developer,0.32670885
ETL Developer,0.31561726
ETL Developer,0.26910096
ETL Developer,0.38481435
Education,0.30849326
Education,0.25977585
Education,0.228086
Electrical Engineering,0.2748491
Electrical Engineering,0.20531106
Electrical Engineering,0.33349848
Finance,0.3422866
Finance,0.35242817
Finance,0.39522362
Food and Beverages,0.3113275
Food and Beverages,0.3240488
Food and Beverages,0.35664454
Health and Fitness,0.3130327
Health and Fitness,0.33008453
Health and Fitness,0.24843733
Human Resources,0.35052738
Human Resources,0.24586725
Human Resources,0.33454832
Information Technology,0.36449695
Information Technology,0.3803294
Information Technology,0.43541527
Java Developer,0.308416
Java Developer,0.28150234
Java Developer,0.30918285
Management,0.3816273
Management,0.3106133
Management,0.26460242
Mechanical Engineer,0.2566371
Mechanical Engineer,0.3216066
Mechanical Engineer,0.31267098
Network Security Engineer,0.23288625
Network Security Engineer,0.30754364
Network Security Engineer,0.31251305
Operations Manager,0.34958184
Operations Manager,0.3346145
Operations Manager,0.37318382
PMO,0.3300261
PMO,0.3151109
PMO,0.377032
Public Relations,0.4388776
Public Relations,0.375345
Public Relations,0.38383391
Python Developer,0.3196186
Python Developer,0.26200598
Python Developer,0.31438544
React Developer,0.41571847
React Developer,0.31538746
React Developer,0.37022468
SAP Developer,0.31167722
SAP Developer,0.38989165
SAP Developer,0.3105248
SQL Developer,0.287294
SQL Developer,0.33131674
SQL Developer,0.33674428
Sales,0.3297269
Sales,0.42651972
Sales,0.36454234
Testing,0.25608477
Testing,0.23073184
Testing,0.23750532
Web Designing,0.37423944
Web Designing,0.3022367
Web Designing,0.4156791
Accountant,0.35869625
Accountant,0.4384915
Accountant,0.3969804
Advocate,0.3594188
Advocate,0.3889434
Advocate,0.3831286
Agriculture,0.28987947
Agriculture,0.37999043
Agriculture,0.28998005
Apparel,0.36127722
Apparel,0.38634846
Apparel,0.35758626
Architecture,0.32008743
Architecture,0.28479466
Architecture,0.3449117
Arts,0.24445178
Arts,0.28665596
Arts,0.20260149
Automobile,0.31283233
Automobile,0.32291102
Automobile,0.36109242
Aviation,0.32337752
Aviation,0.25069636
Aviation,0.3300176
BPO,0.36418167
BPO,0.35329974
BPO,0.4193285
Banking,0.40444726
Banking,0.36003807
Banking,0.41001084
Blockchain,0.30739334
Blockchain,0.40321323
Blockchain,0.30658552
Building and Construction,0.36478174
Building and Construction,0.34666955
Building and Construction,0.3098072
Business Analyst,0.39613825
Business Analyst,0.39760858
Business Analyst,0.35573038
Civil Engineer,0.36862457
Civil Engineer,0.22718783
Civil Engineer,0.2449551
Consultant,0.22113058
Consultant,0.37887272
Consultant,0.42003524
Data Science,0.27792802
Data Science,0.31213015
Data Science,0.33194944
Database,0.3469147
Database,0.33477512
Database,0.34274805
Designing,0.26344326
Designing,0.25948766
Designing,0.3455124
DevOps,0.27629134
DevOps,0.3709139
DevOps,0.35312158
Digital Media,0.27292287
Digital Media,0.35891354
Digital Media,0.35890263
DotNet Developer,0.35752773
DotNet Developer,0.3566032
DotNet Developer,0.34424305
ETL Developer,0.3355711
ETL Developer,0.34073487
ETL Developer,0.38023826
Education,0.2577274
Education,0.23022479
Education,0.20846936
Electrical Engineering,0.3143143
Electrical Engineering,0.27428314
Electrical Engineering,0.363467
Finance,0.39876512
Finance,0.3690968
Finance,0.36841
Food and Beverages,0.31897897
Food and Beverages,0.34615597
Food and Beverages,0.3251693
Health and Fitness,0.28525966
Health and Fitness,0.3221061
Health and Fitness,0.2474683
Human Resources,0.41792327
Human Resources,0.29570305
Human Resources,0.38942617
Information Technology,0.39067528
Information Technology,0.42181548
Information Technology,0.40323898
Java Developer,0.31939226
Java Developer,0.27756062
Java Developer,0.3323184
Management,0.37042058
Management,0.35414252
Management,0.35783046
Mechanical Engineer,0.26922122
Mechanical Engineer,0.3482885
Mechanical Engineer,0.33540988
Network Security Engineer,0.30527803
Network Security Engineer,0.33996955
Network Security Engineer,0.37148055
Operations Manager,0.34219778
Operations Manager,0.3958875
Operations Manager,0.42469767
PMO,0.36255676
PMO,0.37482598
PMO,0.37992278
Public Relations,0.32065016
Public Relations,0.35257515
Public Relations,0.2653253
Python Developer,0.34695274
Python Developer,0.2468898
Python Developer,0.32948118
React Developer,0.32583353
React Developer,0.33364147
React Developer,0.40180764
SAP Developer,0.3592739
SAP Developer,0.4004313
SAP Developer,0.39000538
SQL Developer,0.30913007
SQL Developer,0.34791735
SQL Developer,0.35584915
Sales,0.37895864
Sales,0.3833243
Sales,0.35700235
Testing,0.28058705
Testing,0.28069788
Testing,0.28732175
Web Designing,0.34374967
Web Designing,0.31925312
Web Designing,0.25994366
Accountant,0.34745824
Accountant,0.373827
Accountant,0.35913152
Advocate,0.32068905
Advocate,0.3567469
Advocate,0.33167976
Agriculture,0.20757027
Agriculture,0.28714544
Agriculture,0.21899256
Apparel,0.34889224
Apparel,0.26501584
Apparel,0.275417
Architecture,0.27115497
Architecture,0.25277853
Architecture,0.4426995
Arts,0.22862656
Arts,0.27483612
Arts,0.230732
Automobile,0.3532522
Automobile,0.25605294
Automobile,0.3982486
Aviation,0.31644014
Aviation,0.25696313
Aviation,0.30066353
BPO,0.2740911
BPO,0.29163155
BPO,0.36760786
Banking,0.32364392
Banking,0.25584874
Banking,0.37109408
Blockchain,0.20604298
Blockchain,0.33158478
Blockchain,0.19908372
Building and Construction,0.36639732
Building and Construction,0.32642928
Building and Construction,0.29715934
Business Analyst,0.31478003
Business Analyst,0.28326634
Business Analyst,0.25603932
Civil Engineer,0.4018143
Civil Engineer,0.23542623
Civil Engineer,0.23270762
Consultant,0.16450611
Consultant,0.25643623
Consultant,0.3165663
Data Science,0.2879782
Data Science,0.27070087
Data Science,0.34433728
Database,0.28066182
Database,0.2623139
Database,0.22799987
Designing,0.13625243
Designing,0.19976759
Designing,0.24440992
DevOps,0.20267749
DevOps,0.26135054
DevOps,0.25223133
Digital Media,0.27685302
Digital Media,0.2473413
Digital Media,0.24035627
DotNet Developer,0.24365774
DotNet Developer,0.25974962
DotNet Developer,0.2506161
ETL Developer,0.2284216
ETL Developer,0.23687303
ETL Developer,0.31006518
Education,0.28294253
Education,0.21790607
Education,0.22093873
Electrical Engineering,0.30420426
Electrical Engineering,0.26180765
Electrical Engineering,0.36286348
Finance,0.35967988
Finance,0.2846695
Finance,0.3045367
Food and Beverages,0.3054974
Food and Beverages,0.2592132
Food and Beverages,0.25505325
Health and Fitness,0.23891434
Health and Fitness,0.27230167
Health and Fitness,0.23276791
Human Resources,0.40870014
Human Resources,0.3033996
Human Resources,0.35310856
Information Technology,0.29798433
Information Technology,0.29553422
Information Technology,0.2916528
Java Developer,0.25611869
Java Developer,0.24725899
Java Developer,0.22512658
Management,0.3331128
Management,0.33949614
Management,0.24286468
Mechanical Engineer,0.25847605
Mechanical Engineer,0.3090848
Mechanical Engineer,0.28934836
Network Security Engineer,0.22812077
Network Security Engineer,0.2764273
Network Security Engineer,0.2897901
Operations Manager,0.29458848
Operations Manager,0.31023312
Operations Manager,0.3331676
PMO,0.25313303
PMO,0.30813888
PMO,0.28464076
Public Relations,0.22659704
Public Relations,0.3278482
Public Relations,0.25483513
Python Developer,0.2509976
Python Developer,0.18525653
Python Developer,0.23963282
React Developer,0.17380878
React Developer,0.23575082
React Developer,0.3838448
SAP Developer,0.32074758
SAP Developer,0.3005907
SAP Developer,0.3069769
SQL Developer,0.1985824
SQL Developer,0.29075828
SQL Developer,0.29997888
Sales,0.35348988
Sales,0.24842267
Sales,0.2516069
Testing,0.2755922
Testing,0.2918823
Testing,0.26456234
Web Designing,0.24087104
Web Designing,0.2748972
Web Designing,0.20834506
Accountant,0.31319898
Accountant,0.43268666
Accountant,0.3390324
Advocate,0.350318
Advocate,0.39778748
Advocate,0.34961176
Agriculture,0.2811495
Agriculture,0.38793352
Agriculture,0.25709018
Apparel,0.32066673
Apparel,0.37140363
Apparel,0.35339966
Architecture,0.3824829
Architecture,0.30579197
Architecture,0.38450712
Arts,0.26250973
Arts,0.3854936
Arts,0.30269372
Automobile,0.3492857
Automobile,0.35462335
Automobile,0.36429623
Aviation,0.34516272
Aviation,0.3113492
Aviation,0.37672913
BPO,0.29571462
BPO,0.34772754
BPO,0.4257004
Banking,0.36449155
Banking,0.35649255
Banking,0.36156866
Blockchain,0.31052473
Blockchain,0.37336966
Blockchain,0.27407205
Building and Construction,0.3768344
Building and Construction,0.35643932
Building and Construction,0.31337854
Business Analyst,0.4125328
Business Analyst,0.37129903
Business Analyst,0.39192417
Civil Engineer,0.3696376
Civil Engineer,0.2557811
Civil Engineer,0.25773156
Consultant,0.25839984
Consultant,0.41268474
Consultant,0.41158858
Data Science,0.35867426
Data Science,0.3944903
Data Science,0.3157166
Database,0.40654755
Database,0.41283917
Database,0.3524791
Designing,0.29157993
Designing,0.27920738
Designing,0.3432027
DevOps,0.29334497
DevOps,0.36299264
DevOps,0.44026563
Digital Media,0.29357454
Digital Media,0.3949971
Digital Media,0.35325584
DotNet Developer,0.3383541
DotNet Developer,0.34492517
DotNet Developer,0.38342103
ETL Developer,0.3360221
ETL Developer,0.30338752
ETL Developer,0.4112855
Education,0.3643035
Education,0.3222582
Education,0.3133456
Electrical Engineering,0.3792839
Electrical Engineering,0.3239718
Electrical Engineering,0.3816394
Finance,0.37145036
Finance,0.32665613
Finance,0.38467905
Food and Beverages,0.3538854
Food and Beverages,0.30819017
Food and Beverages,0.35069844
Health and Fitness,0.3388491
Health and Fitness,0.39043516
Health and Fitness,0.31729728
Human Resources,0.39495412
Human Resources,0.30846295
Human Resources,0.37263688
Information Technology,0.37679073
Information Technology,0.40942413
Information Technology,0.44950303
Java Developer,0.38417155
Java Developer,0.3311517
Java Developer,0.37072375
Management,0.3372357
Management,0.31784192
